OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
518, 183,E3,FIRST & ANGELENO SHORT LINE,2,LocalNonCBD,Metro Local and Limited,183,183 Sherman Oaks - Glendale Via Magnolia Bl,183 Sherman Oaks - Glendale Via Magnolia Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
519, 183,W1,LINE 183 END TO END,3,LocalNonCBD,Metro Local and Limited,183,183 Sherman Oaks - Glendale Via Magnolia Bl,183 Sherman Oaks - Glendale Via Magnolia Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
520, 183,W3,FIRST & ANGELENO SHORT LINE,3,LocalNonCBD,Metro Local and Limited,183,183 Sherman Oaks - Glendale Via Magnolia Bl,183 Sherman Oaks - Glendale Via Magnolia Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
521, 190,E1,-190- END T0 END,2,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
522, 190,E2,-194- END to END,2,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
523, 190,E4,-190- TEMPOM,2,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
524, 190,E5,-194- to TEMPOM,2,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
525, 190,E6,-194- VALLEM,2,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
526, 190,W1,-190- END TO END,3,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
527, 190,W2,-194- END TO END,3,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
528, 190,W4,-190- from TEMPOM,3,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
529, 190,W5,-194- from TEMVAL,3,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
530, 190,W7,-194- from TEMPOM,3,LocalNonCBD,Metro Local and Limited,190,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley,190 El Monte Sta - Cal Poly Pomona Via Ramona - Valley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
531, 200,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,200,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
532, 200,N2,From KINFIG,0,LocalNonCBD,Metro Local and Limited,200,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
533, 200,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,200,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
534, 200,S2,TO KINFIG,1,LocalNonCBD,Metro Local and Limited,200,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts,200 Echo Park- Exposition Park Via Alvarado-Hoover Sts\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
535, 201,N1,End to End ( Shatto & Wilshire L.O.),0,LocalNonCBD,Metro Local and Limited,201,201 Glendale - Koreatown Via Silverlake Bl,201 Glendale - Koreatown Via Silverlake Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
536, 201,N2,BRABRL  To  GLECHE,0,LocalNonCBD,Metro Local and Limited,201,201 Glendale - Koreatown Via Silverlake Bl,201 Glendale - Koreatown Via Silverlake Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
537, 201,S1,End to End (Shatto & Wilshire L.O.),1,LocalNonCBD,Metro Local and Limited,201,201 Glendale - Koreatown Via Silverlake Bl,201 Glendale - Koreatown Via Silverlake Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
538, 202,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,202,202 Willowbrook - Compton- Wilmington Via Alameda St,202 Willowbrook - Compton- Wilmington Via Alameda St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
539, 202,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,202,202 Willowbrook - Compton- Wilmington Via Alameda St,202 Willowbrook - Compton- Wilmington Via Alameda St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
540, 204,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,204,204 Hollywood -Athens Via Vermont Av,204 Hollywood -Athens Via Vermont Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
541, 204,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,204,204 Hollywood -Athens Via Vermont Av,204 Hollywood -Athens Via Vermont Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
542, 204,S6,MANUAL ARTS HI SCHOOL,1,LocalNonCBD,Metro Local and Limited,204,204 Hollywood -Athens Via Vermont Av,204 Hollywood -Athens Via Vermont Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
543, 205,N1,MAIN ROUTE,0,LocalNonCBD,Metro Local and Limited,205,205 Willowbrook Sta-San Pedro Via Wilmgtn-Vermont,205 Willowbrook Sta-San Pedro Via Wilmgtn-Vermont\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
544, 205,S1,MAIN ROUTE,1,LocalNonCBD,Metro Local and Limited,205,205 Willowbrook Sta-San Pedro Via Wilmgtn-Vermont,205 Willowbrook Sta-San Pedro Via Wilmgtn-Vermont\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
545, 205,S4,PCH PULL-INS,1,LocalNonCBD,Metro Local and Limited,205,205 Willowbrook Sta-San Pedro Via Wilmgtn-Vermont,205 Willowbrook Sta-San Pedro Via Wilmgtn-Vermont\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
546, 206,N1,MAIN ROUTE,0,LocalNonCBD,Metro Local and Limited,206,206 Hollywood - Athens Via Normandie Av,206 Hollywood - Athens Via Normandie Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
547, 206,N3,DENKER L.O.,0,LocalNonCBD,Metro Local and Limited,206,206 Hollywood - Athens Via Normandie Av,206 Hollywood - Athens Via Normandie Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
548, 206,S1,MAIN ROUTE,1,LocalNonCBD,Metro Local and Limited,206,206 Hollywood - Athens Via Normandie Av,206 Hollywood - Athens Via Normandie Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
549, 206,S2,DENKER L.O.,1,LocalNonCBD,Metro Local and Limited,206,206 Hollywood - Athens Via Normandie Av,206 Hollywood - Athens Via Normandie Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
550, 207,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,207,207 Hollywood - Athens Via Western Av,207 Hollywood - Athens Via Western Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
551, 207,N2,KING & WST ARR-LVE,0,LocalNonCBD,Metro Local and Limited,207,207 Hollywood - Athens Via Western Av,207 Hollywood - Athens Via Western Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
552, 207,N4,CRESTA SAT & SUN,0,LocalNonCBD,Metro Local and Limited,207,207 Hollywood - Athens Via Western Av,207 Hollywood - Athens Via Western Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
553, 207,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,207,207 Hollywood - Athens Via Western Av,207 Hollywood - Athens Via Western Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
554, 207,S2,SCHOOL EXPO. ARR/LVE,1,LocalNonCBD,Metro Local and Limited,207,207 Hollywood - Athens Via Western Av,207 Hollywood - Athens Via Western Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
555, 207,S4,CRESTA SAT & SUN,1,LocalNonCBD,Metro Local and Limited,207,207 Hollywood - Athens Via Western Av,207 Hollywood - Athens Via Western Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
556, 209,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,209,209 Wilshire Center - Athens Via Van Ness Av,209 Wilshire Center - Athens Via Van Ness Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
557, 209,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,209,209 Wilshire Center - Athens Via Van Ness Av,209 Wilshire Center - Athens Via Van Ness Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
558, 210,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,210,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
559, 210,N2,CRENSHAW & REDONDO SHORTLINE,0,LocalNonCBD,Metro Local and Limited,210,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
560, 210,N3,S.L. CREROS PULL OUT,0,LocalNonCBD,Metro Local and Limited,210,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
561, 210,N5,TERMINATE @ HOLVIN,0,LocalNonCBD,Metro Local and Limited,210,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
562, 210,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,210,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
563, 210,S3,CREROS PULL IN,1,LocalNonCBD,Metro Local and Limited,210,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
564, 210,S4,ADACRE PULL OUT,1,LocalNonCBD,Metro Local and Limited,210,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl,210 Hllywd/Vine Sta - So Bay Galleria Via Crenshaw Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
565, 211,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,211,211 Inglewood-South Bay Galleria Via Prairie-Inglewood,211 Inglewood-South Bay Galleria Via Prairie-Inglewood\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
566, 211,N2,LEUINGER HIGH SCHOOL,0,LocalNonCBD,Metro Local and Limited,211,211 Inglewood-South Bay Galleria Via Prairie-Inglewood,211 Inglewood-South Bay Galleria Via Prairie-Inglewood\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
567, 211,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,211,211 Inglewood-South Bay Galleria Via Prairie-Inglewood,211 Inglewood-South Bay Galleria Via Prairie-Inglewood\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
568, 211,S2, ,1,LocalNonCBD,Metro Local and Limited,211,211 Inglewood-South Bay Galleria Via Prairie-Inglewood,211 Inglewood-South Bay Galleria Via Prairie-Inglewood\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
569, 212,N1,END TO END_EXPO STA,0,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
570, 212,N2,HAWORN,0,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
571, 212,N3,HILMAN,0,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
572, 212,N4,LTD HAWORN_EXPO,0,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
573, 212,N6,LTD H/VSTA_EXPO,0,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
574, 212,S1,END TO END_EXPO,1,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
575, 212,S2,HAWORN,1,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
576, 212,S3,HILMAN,1,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
577, 212,S4,LTD_EXPO,1,LocalNonCBD,Metro Local and Limited,212,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea,212 Hllywd/Vine Sta - Hawthorne/Lennox Sta Via La Brea\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
578, 217,E1,END TO END,0,LocalNonCBD,Metro Local and Limited,217,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
579, 217,E5,HOLLYWOOD/VINE,0,LocalNonCBD,Metro Local and Limited,217,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
580, 217,W1,END TO END,1,LocalNonCBD,Metro Local and Limited,217,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
581, 217,W4,FAIRFAX HIGH,1,LocalNonCBD,Metro Local and Limited,217,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
582, 217,W5,HOLLYWOOD/VINE,1,LocalNonCBD,Metro Local and Limited,217,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
583, 217,W6,W. HOLLYWOOD OCC. CTR.,1,LocalNonCBD,Metro Local and Limited,217,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax,217 Hlywd/Vine Sta-Howrd Hughes Ctr Via Hllywd-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
584, 218,N1,W. HOLLYWOOD - STUDIO CITY VIA LAUREL CN,0,LocalNonCBD,Metro Local and Limited,218,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
585, 218,N2,Farmer's Market Detour - Sundays only,0,LocalNonCBD,Metro Local and Limited,218,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
586, 218,S1,W. HOLLYWOOD - STUDIO CITY VIA LAUREL CN,1,LocalNonCBD,Metro Local and Limited,218,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
587, 218,S2,Farmer's Market Detour - Sundays only,1,LocalNonCBD,Metro Local and Limited,218,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax,218 Studio Cty-Cedars Sinai Med Via Laurel Cyn-Fairfax\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
588, 220,NA,BEVERLY CENTER,0,LocalNonCBD,Metro Local and Limited,220,220 Beverly Ctr - Culver City Sta Via Robertson Bl,220 Beverly Ctr - Culver City Sta Via Robertson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
589, 220,SA,BEV CTR DEPARTURE,1,LocalNonCBD,Metro Local and Limited,220,220 Beverly Ctr - Culver City Sta Via Robertson Bl,220 Beverly Ctr - Culver City Sta Via Robertson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
590, 222,N1,End to End,0,LocalNonCBD,Metro Local and Limited,222,222 Sun Valley - Hollywood Via Hollywood Way-Cahuenga,222 Sun Valley - Hollywood Via Hollywood Way-Cahuenga\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
591, 222,N2,CONNECT TO 163,0,LocalNonCBD,Metro Local and Limited,222,222 Sun Valley - Hollywood Via Hollywood Way-Cahuenga,222 Sun Valley - Hollywood Via Hollywood Way-Cahuenga\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
592, 222,N3,SUNSAN PULL IN / DHB,0,LocalNonCBD,Metro Local and Limited,222,222 Sun Valley - Hollywood Via Hollywood Way-Cahuenga,222 Sun Valley - Hollywood Via Hollywood Way-Cahuenga\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
